




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.16423886 Released 2025-07-22
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (84)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
acetylcholine metabolic process (GO:0008291)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
oligodendrocyte apoptotic process (GO:0097252)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mitochondrial respirasome assembly (GO:0097250)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
late meiotic recombination nodule assembly (GO:0042140)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of Wnt signaling pathway (GO:0030178)	177	0	.72	-	 < 0.01	1.00E00	1.00E00
positive regulation of Wnt signaling pathway (GO:0030177)	147	0	.60	-	 < 0.01	1.00E00	1.00E00
regulation of DNA-templated DNA replication initiation (GO:0030174)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
negative regulation of spontaneous neurotransmitter secretion (GO:1904049)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of spontaneous neurotransmitter secretion (GO:1904048)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of endothelial cell migration (GO:0010596)	56	0	.23	-	 < 0.01	1.00E00	1.00E00
negative regulation of vascular endothelial growth factor production (GO:1904046)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of endothelial cell migration (GO:0010595)	109	0	.44	-	 < 0.01	1.00E00	1.00E00
cellular response to aldosterone (GO:1904045)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of endothelial cell migration (GO:0010594)	173	0	.71	-	 < 0.01	1.00E00	1.00E00
response to aldosterone (GO:1904044)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
negative regulation of lamellipodium assembly (GO:0010593)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of lamellipodium assembly (GO:0010592)	28	0	.11	-	 < 0.01	1.00E00	1.00E00
regulation of lamellipodium assembly (GO:0010591)	38	0	.16	-	 < 0.01	1.00E00	1.00E00
positive regulation of iron export across plasma membrane (GO:1904040)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
insulin receptor signaling pathway (GO:0008286)	73	0	.30	-	 < 0.01	1.00E00	1.00E00
meiotic DNA double-strand break formation (GO:0042138)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
amyloid-beta clearance (GO:0097242)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
hematopoietic stem cell migration to bone marrow (GO:0097241)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
chromosome attachment to the nuclear envelope (GO:0097240)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
platelet activation (GO:0030168)	102	0	.42	-	 < 0.01	1.00E00	1.00E00
proteoglycan catabolic process (GO:0030167)	19	0	.08	-	 < 0.01	1.00E00	1.00E00
proteoglycan biosynthetic process (GO:0030166)	78	0	.32	-	 < 0.01	1.00E00	1.00E00
regulation of proteolysis (GO:0030162)	386	0	1.58	-	 < 0.01	4.12E-01	1.00E00
negative regulation of iron export across plasma membrane (GO:1904039)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of iron export across plasma membrane (GO:1904038)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of epithelial cell apoptotic process (GO:1904037)	19	0	.08	-	 < 0.01	1.00E00	1.00E00
miRNA catabolic process (GO:0010587)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
negative regulation of epithelial cell apoptotic process (GO:1904036)	28	0	.11	-	 < 0.01	1.00E00	1.00E00
miRNA metabolic process (GO:0010586)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
glutamine secretion (GO:0010585)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of epithelial cell apoptotic process (GO:1904035)	52	0	.21	-	 < 0.01	1.00E00	1.00E00
positive regulation of t-SNARE clustering (GO:1904034)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of t-SNARE clustering (GO:1904032)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
ribophagy (GO:0034517)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
nitrate metabolic process (GO:0042126)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
response to vitamin B6 (GO:0034516)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mitochondrial unfolded protein response (GO:0034514)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
pancreatic juice secretion (GO:0030157)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of collagen fibril organization (GO:1904028)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of collagen fibril organization (GO:1904027)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of collagen fibril organization (GO:1904026)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of vascular endothelial growth factor production (GO:0010575)	31	0	.13	-	 < 0.01	1.00E00	1.00E00
positive regulation of glucose catabolic process to lactate via pyruvate (GO:1904025)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of vascular endothelial growth factor production (GO:0010574)	34	0	.14	-	 < 0.01	1.00E00	1.00E00
negative regulation of glucose catabolic process to lactate via pyruvate (GO:1904024)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of glucose catabolic process to lactate via pyruvate (GO:1904023)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
vascular endothelial growth factor production (GO:0010573)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of platelet activation (GO:0010572)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
positive regulation of G protein-coupled receptor internalization (GO:1904022)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of nuclear cell cycle DNA replication (GO:0010571)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
negative regulation of G protein-coupled receptor internalization (GO:1904021)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of G protein-coupled receptor internalization (GO:1904020)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
neutrophil activation (GO:0042119)	31	0	.13	-	 < 0.01	1.00E00	1.00E00
endothelial cell activation (GO:0042118)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
centromere complex assembly (GO:0034508)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
monocyte activation (GO:0042117)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
macrophage activation (GO:0042116)	67	0	.27	-	 < 0.01	1.00E00	1.00E00
tooth mineralization (GO:0034505)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
mitochondrial mRNA polyadenylation (GO:0097222)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
protein localization to nucleus (GO:0034504)	212	0	.87	-	 < 0.01	1.00E00	1.00E00
protein localization to chromosome (GO:0034502)	84	0	.34	-	 < 0.01	1.00E00	1.00E00
protein localization to kinetochore (GO:0034501)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
sphingolipid biosynthetic process (GO:0030148)	110	0	.45	-	 < 0.01	1.00E00	1.00E00
positive regulation of vasculature development (GO:1904018)	169	0	.69	-	 < 0.01	1.00E00	1.00E00
cellular response to Thyroglobulin triiodothyronine (GO:1904017)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of ketone biosynthetic process (GO:0010566)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
response to Thyroglobulin triiodothyronine (GO:1904016)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of ketone metabolic process (GO:0010565)	144	0	.59	-	 < 0.01	1.00E00	1.00E00
cellular response to serotonin (GO:1904015)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
response to serotonin (GO:1904014)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of phosphorus metabolic process (GO:0010563)	168	0	.69	-	 < 0.01	1.00E00	1.00E00
negative regulation of glycoprotein biosynthetic process (GO:0010561)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
positive regulation of glycoprotein biosynthetic process (GO:0010560)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
response to Aroclor 1254 (GO:1904010)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of lysosomal membrane permeability (GO:0097214)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of lysosomal membrane permeability (GO:0097213)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of activated T cell proliferation (GO:0042104)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
lysosomal membrane organization (GO:0097212)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
cellular response to gonadotropin-releasing hormone (GO:0097211)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
response to gonadotropin-releasing hormone (GO:0097210)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of T cell proliferation (GO:0042102)	105	0	.43	-	 < 0.01	1.00E00	1.00E00
B cell proliferation (GO:0042100)	42	0	.17	-	 < 0.01	1.00E00	1.00E00
regulation of lung blood pressure (GO:0014916)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of smooth muscle cell migration (GO:0014912)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
positive regulation of smooth muscle cell migration (GO:0014911)	36	0	.15	-	 < 0.01	1.00E00	1.00E00
regulation of glycoprotein biosynthetic process (GO:0010559)	39	0	.16	-	 < 0.01	1.00E00	1.00E00
tRNA threonylcarbamoyladenosine modification (GO:0002949)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
tRNA C5-cytosine methylation (GO:0002946)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of sebum secreting cell proliferation (GO:1904003)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of sebum secreting cell proliferation (GO:1904002)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
tRNA dihydrouridine synthesis (GO:0002943)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of eating behavior (GO:1904000)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
tRNA N2-guanine methylation (GO:0002940)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
smooth muscle cell migration (GO:0014909)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
myotube differentiation involved in skeletal muscle regeneration (GO:0014908)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
myotube cell development involved in skeletal muscle regeneration (GO:0014906)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
myoblast fusion involved in skeletal muscle regeneration (GO:0014905)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
myotube cell development (GO:0014904)	37	0	.15	-	 < 0.01	1.00E00	1.00E00
myotube differentiation (GO:0014902)	81	0	.33	-	 < 0.01	1.00E00	1.00E00
satellite cell activation involved in skeletal muscle regeneration (GO:0014901)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
muscle hyperplasia (GO:0014900)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of membrane disassembly (GO:0010549)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
tRNA N1-guanine methylation (GO:0002939)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
bradykinin biosynthetic process (GO:0002936)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of platelet activation (GO:0010544)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of platelet activation (GO:0010543)	55	0	.22	-	 < 0.01	1.00E00	1.00E00
desmosome organization (GO:0002934)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
retina vasculature morphogenesis in camera-type eye (GO:0061299)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
lipid hydroxylation (GO:0002933)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
retina vasculature development in camera-type eye (GO:0061298)	20	0	.08	-	 < 0.01	1.00E00	1.00E00
response to ischemia (GO:0002931)	63	0	.26	-	 < 0.01	1.00E00	1.00E00
negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis (GO:0061296)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
trabecular meshwork development (GO:0002930)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis (GO:0061295)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of Wnt signaling pathway (GO:0030111)	340	0	1.39	-	 < 0.01	6.51E-01	1.00E00
tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation (GO:0002926)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of humoral immune response mediated by circulating immunoglobulin (GO:0002925)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of humoral immune response mediated by circulating immunoglobulin (GO:0002924)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of humoral immune response mediated by circulating immunoglobulin (GO:0002923)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
opsonization (GO:0008228)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of humoral immune response (GO:0002922)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
negative regulation of humoral immune response (GO:0002921)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of humoral immune response (GO:0002920)	47	0	.19	-	 < 0.01	1.00E00	1.00E00
vasopressin secretion (GO:0030103)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
natural killer cell activation (GO:0030101)	68	0	.28	-	 < 0.01	1.00E00	1.00E00
regulation of endocytosis (GO:0030100)	309	0	1.26	-	 < 0.01	6.40E-01	1.00E00
positive regulation of calcium ion transport into cytosol (GO:0010524)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
negative regulation of calcium ion transport into cytosol (GO:0010523)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of calcium ion transport into cytosol (GO:0010522)	20	0	.08	-	 < 0.01	1.00E00	1.00E00
positive regulation of lymphocyte anergy (GO:0002913)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of blood pressure (GO:0008217)	199	0	.81	-	 < 0.01	1.00E00	1.00E00
regulation of reciprocal meiotic recombination (GO:0010520)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of lymphocyte anergy (GO:0002911)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
spermidine metabolic process (GO:0008216)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
spermine metabolic process (GO:0008215)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
protein dealkylation (GO:0008214)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
protein alkylation (GO:0008213)	42	0	.17	-	 < 0.01	1.00E00	1.00E00
mineralocorticoid metabolic process (GO:0008212)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
glucocorticoid metabolic process (GO:0008211)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
estrogen metabolic process (GO:0008210)	39	0	.16	-	 < 0.01	1.00E00	1.00E00
positive regulation of phospholipase activity (GO:0010518)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of phospholipase activity (GO:0010517)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of mature B cell apoptotic process (GO:0002906)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of mature B cell apoptotic process (GO:0002905)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of B cell apoptotic process (GO:0002904)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of phosphatidylinositol biosynthetic process (GO:0010513)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
androgen metabolic process (GO:0008209)	29	0	.12	-	 < 0.01	1.00E00	1.00E00
negative regulation of B cell apoptotic process (GO:0002903)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
negative regulation of phosphatidylinositol biosynthetic process (GO:0010512)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of B cell apoptotic process (GO:0002902)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
positive regulation of autophagy of mitochondrion (GO:1903599)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
regulation of phosphatidylinositol biosynthetic process (GO:0010511)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
C21-steroid hormone metabolic process (GO:0008207)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
positive regulation of gap junction assembly (GO:1903598)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of pyruvate decarboxylation to acetyl-CoA (GO:0010510)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
mature B cell apoptotic process (GO:0002901)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
bile acid metabolic process (GO:0008206)	39	0	.16	-	 < 0.01	1.00E00	1.00E00
negative regulation of gap junction assembly (GO:1903597)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of gap junction assembly (GO:1903596)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of histamine secretion by mast cell (GO:1903595)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of histamine secretion by mast cell (GO:1903593)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of autophagy (GO:0010507)	103	0	.42	-	 < 0.01	1.00E00	1.00E00
positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903588)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
positive regulation of ATP metabolic process (GO:1903580)	39	0	.16	-	 < 0.01	1.00E00	1.00E00
negative regulation of ATP metabolic process (GO:1903579)	26	0	.11	-	 < 0.01	1.00E00	1.00E00
regulation of ATP metabolic process (GO:1903578)	79	0	.32	-	 < 0.01	1.00E00	1.00E00
cellular response to L-arginine (GO:1903577)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
response to L-arginine (GO:1903576)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
cornified envelope assembly (GO:1903575)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of response to endoplasmic reticulum stress (GO:1903573)	50	0	.20	-	 < 0.01	1.00E00	1.00E00
positive regulation of protein localization to ciliary membrane (GO:1903569)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of protein localization to ciliary membrane (GO:1903568)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of protein localization to ciliary membrane (GO:1903567)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of protein localization to cilium (GO:1903566)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
negative regulation of protein localization to cilium (GO:1903565)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of protein localization to cilium (GO:1903564)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
pattern specification involved in mesonephros development (GO:0061227)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	114	0	.47	-	 < 0.01	1.00E00	1.00E00
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	67	0	.27	-	 < 0.01	1.00E00	1.00E00
regulation of tumor necrosis factor superfamily cytokine production (GO:1903555)	181	0	.74	-	 < 0.01	1.00E00	1.00E00
positive regulation of extracellular exosome assembly (GO:1903553)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of extracellular exosome assembly (GO:1903551)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of mesonephros development (GO:0061218)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of mesonephros development (GO:0061217)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
one-carbon compound transport (GO:0019755)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
protein localization to photoreceptor outer segment (GO:1903546)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
cellular response to butyrate (GO:1903545)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
response to butyrate (GO:1903544)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of exosomal secretion (GO:1903543)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
negative regulation of exosomal secretion (GO:1903542)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of exosomal secretion (GO:1903541)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
establishment of protein localization to postsynaptic membrane (GO:1903540)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
secondary metabolic process (GO:0019748)	50	0	.20	-	 < 0.01	1.00E00	1.00E00
cell proliferation involved in mesonephros development (GO:0061209)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of isoprenoid metabolic process (GO:0019747)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
protein localization to postsynaptic membrane (GO:1903539)	36	0	.15	-	 < 0.01	1.00E00	1.00E00
regulation of meiotic cell cycle process involved in oocyte maturation (GO:1903538)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
meiotic cell cycle process involved in oocyte maturation (GO:1903537)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
paramesonephric duct development (GO:0061205)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
pentacyclic triterpenoid metabolic process (GO:0019742)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of protein targeting (GO:1903533)	80	0	.33	-	 < 0.01	1.00E00	1.00E00
nitrogen utilization (GO:0019740)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of secretion by cell (GO:1903532)	316	0	1.29	-	 < 0.01	6.42E-01	1.00E00
positive regulation of membrane tubulation (GO:1903527)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of membrane tubulation (GO:1903526)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of membrane tubulation (GO:1903525)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
antifungal humoral response (GO:0019732)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
antibacterial humoral response (GO:0019731)	68	0	.28	-	 < 0.01	1.00E00	1.00E00
positive regulation of blood circulation (GO:1903524)	39	0	.16	-	 < 0.01	1.00E00	1.00E00
antimicrobial humoral response (GO:0019730)	168	0	.69	-	 < 0.01	1.00E00	1.00E00
negative regulation of blood circulation (GO:1903523)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
regulation of blood circulation (GO:1903522)	268	0	1.09	-	 < 0.01	6.31E-01	1.00E00
positive regulation of single strand break repair (GO:1903518)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
B cell mediated immunity (GO:0019724)	188	0	.77	-	 < 0.01	1.00E00	1.00E00
negative regulation of single strand break repair (GO:1903517)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of single strand break repair (GO:1903516)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
calcium ion transport from cytosol to endoplasmic reticulum (GO:1903515)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum to cytosol transport (GO:1903513)	19	0	.08	-	 < 0.01	1.00E00	1.00E00
